,Team,Type,POS,Name,Specific POS,AGE,SH,ACQUIRED,GP,G,A,P,GAA,SV%,League,Notes,NHL eP,Goalie Equivalency
916,DET,Majors,C,"Veleno, Joseph",C,23,L,Drafted (30 - 2018),81,9.0,11.0,20.0,,,NHL,,20,0.0
917,DET,Majors,RD,"Seider, Moritz",RD,22,R,Drafted (6 - 2019),82,5.0,37.0,42.0,,,NHL,,42,0.0
918,DET,Majors,F,"Berggren, Jonatan",RW,23,L,Drafted (33 - 2018),67,15.0,13.0,28.0,,,NHL,,28,0.0
919,DET,Majors,F,"Söderblom, Elmer",LW,22,L,Drafted (159 - 2019),21,5.0,3.0,8.0,,,NHL,,8,0.0
920,DET,Majors,D,"Edvinsson, Simon",LD,20,L,Drafted (6 - 2021),52,5.0,22.0,27.0,,,AHL,,17,0.0
921,DET,Training Camp,F,"Hillis, Cameron",C,23,R,Traded,45,14.0,36.0,50.0,,,ECHL,,13,0.0
922,DET,Minors,F,"Kasper, Marco",C,19,L,Drafted (8 - 2022),52,8.0,15.0,23.0,,,SHL,,21,0.0
924,DET,Minors,F,"Hanas, Cross",LW,21,L,Drafted (55 - 2020),30,9.0,8.0,17.0,,,AHL,,18,0.0
925,DET,Minors,F,"Mazur, Carter",LW,21,R,Drafted (70 - 2021),40,22.0,15.0,37.0,,,NCAA,,15,0.0
926,DET,Minors,F,"Lombardi, Amadeus",C,20,L,Drafted (113 - 2022),67,45.0,57.0,102.0,,,OHL,,18,0.0
927,DET,Minors,F,"Doucet, Alexandre",C,21,L,Signed to ELC,70,58.0,57.0,115.0,,,QMJHL,,15,0.0
928,DET,Minors,D,"McIsaac, Jared",LD,23,L,Drafted (36 - 2018),61,3.0,19.0,22.0,,,AHL,,12,0.0
929,DET,Minors,D,"Wallinder, William",LD,21,L,Drafted (32 - 2020),50,7.0,19.0,26.0,,,SHL,,24,0.0
930,DET,Minors,D,"Tuomisto, Antti",RD,22,R,Drafted (35 - 2019),60,5.0,15.0,20.0,,,Liiga,,12,0.0
931,DET,Minors,D,"Johansson, Albert",LD,22,L,Drafted (60 - 2019),53,5.0,10.0,15.0,,,AHL,,9,0.0
932,DET,Minors,D,"Viro, Eemil",LD,21,L,Drafted (70 - 2020),48,1.0,7.0,8.0,,,AHL,,5,0.0
933,DET,Minors,G,"Cossa, Sebastian",G,20,L,Drafted (15 - 2021),46,,,,2.56,0.913,ECHL,,0,0.867988623
934,DET,Prospects,F,"James, Dylan",LW,19,L,Drafted (40 - 2022),36,8.0,8.0,16.0,,,NCAA,,7,0.0
935,DET,Prospects,F,"Niederbach, Theodor",C,21,R,Drafted (51 - 2020),31,7.0,11.0,18.0,,,HockeyAllsvenskan,,17,0.0
936,DET,Prospects,F,"Buchelnikov, Dmitri",LW,20,R,Drafted (52 - 2022),35,15.0,13.0,28.0,,,VHL,,22,0.0
938,DET,Prospects,F,"Stange, Sam",RW,22,R,Drafted (97 - 2020),34,3.0,8.0,11.0,,,NCAA,,5,0.0
939,DET,Prospects,F,"O'Reilly, Ryan",C,23,R,Drafted (98 - 2018),36,8.0,8.0,16.0,,,NCAA,,7,0.0
940,DET,Prospects,F,"Savage, Redmond",C,20,L,Drafted (114 - 2021),32,7.0,7.0,14.0,,,NCAA,,7,0.0
941,DET,Prospects,F,"Kilpinen, Maximilian",LW,19,L,Drafted (129 - 2022),48,13.0,16.0,29.0,,,J20 Nationell,,5,0.0
942,DET,Prospects,F,"Dower Nilsson, Liam",C,20,L,Drafted (134 - 2021),32,3.0,12.0,15.0,,,HockeyAllsvenskan,,13,0.0
944,DET,Prospects,F,"Draper, Kienan",RW,21,R,Drafted (187 - 2020),23,1.0,0.0,1.0,,,NCAA,,1,0.0
945,DET,Prospects,F,"Mehlenbacher, Owen",C,19,L,Drafted (201 - 2022),57,19.0,31.0,50.0,,,USHL,,10,0.0
947,DET,Prospects,F,"Bradley, Chase",LW,21,L,Drafted (203 - 2020),35,10.0,10.0,20.0,,,NCAA,,9,0.0
948,DET,Prospects,F,"Ali, Brennan",C,19,L,Drafted (212 - 2022),57,13.0,30.0,43.0,,,USHL,,9,0.0
950,DET,Prospects,D,"Buium, Shai",LD,20,L,Drafted (36 - 2021),38,4.0,17.0,21.0,,,NCAA,,9,0.0
953,DET,Prospects,D,"Johansson, Anton",RD,19,R,Drafted (105 - 2022),32,6.0,7.0,13.0,,,J20 Nationell,,3,0.0
955,DET,Prospects,D,"Moore, Cooper",LD,22,L,Drafted (128 - 2019),31,3.0,10.0,13.0,,,NCAA,,7,0.0
957,DET,Prospects,D,"Aucoin, Kyle",LD,21,L,Drafted (156 - 2020),24,0.0,2.0,2.0,,,NCAA,,1,0.0
959,DET,Prospects,G,"Bednar, Jan",G,21,L,Drafted (107 - 2020),10,,,,4.46,0.874,QMJHL,,0,0.851429261
961,DET,Prospects,G,"Gylander, Carter",G,22,L,Drafted (191 - 2019),39,,,,2.46,0.914,NCAA,,0,0.872593619
962,BUF,Majors,C,"Cozens, Dylan",C,22,R,Drafted (7 - 2019),81,31.0,37.0,68.0,,,NHL,,68,0.0
963,BUF,Majors,C,"Krebs, Peyton",C,22,L,Traded,74,9.0,17.0,26.0,,,NHL,,26,0.0
964,BUF,Majors,RW,"Peterka, John-Jason",LW,21,L,Drafted (34 - 2020),77,12.0,20.0,32.0,,,NHL,,32,0.0
965,BUF,Majors,LD,"Dahlin, Rasmus",LD,23,L,Drafted (1 - 2018),78,15.0,58.0,73.0,,,NHL,,73,0.0
966,BUF,Majors,RD,"Samuelsson, Mattias",LD,23,L,Drafted (32 - 2018),55,2.0,8.0,10.0,,,NHL,,10,0.0
967,BUF,Majors,LD,"Power, Owen",LD,20,L,Drafted (1 - 2021),79,4.0,31.0,35.0,,,NHL,,35,0.0
968,BUF,Majors,G,"Levi, Devon",G,21,L,Traded,34,,,,2.24,0.933,NCAA,,0,0.880962251
969,BUF,Majors,F,"Quinn, Jack",RW,21,R,Drafted (8 - 2020),75,14.0,23.0,37.0,,,NHL,,37,0.0
970,BUF,Minors,F,"Savoie, Matthew",C,19,R,Drafted (9 - 2022),62,38.0,57.0,95.0,,,WHL,,18,0.0
972,BUF,Minors,F,"Rosén, Isak",RW,20,L,Drafted (14 - 2021),66,14.0,23.0,37.0,,,AHL,,18,0.0
973,BUF,Minors,F,"Kulich, Jiri",C,19,L,Drafted (28 - 2022),62,24.0,22.0,46.0,,,AHL,,24,0.0
974,BUF,Minors,F,"Kisakov, Alexander",LW,20,L,Drafted (53 - 2021),48,6.0,2.0,8.0,,,AHL,,5,0.0
975,BUF,Minors,F,"Neuchev, Viktor",LW,19,L,Drafted (74 - 2022),57,4.0,7.0,11.0,,,KHL,,12,0.0
976,BUF,Minors,F,"Nadeau, Olivier",RW,20,R,Drafted (97 - 2021),34,22.0,24.0,46.0,,,QMJHL,,13,0.0
977,BUF,Minors,F,"Cederqvist, Filip",LW,23,L,Drafted (143 - 2019),55,9.0,11.0,20.0,,,AHL,,12,0.0
978,BUF,Minors,F,"Kozak, Tyson",C,20,L,Drafted (193 - 2021),55,5.0,5.0,10.0,,,AHL,,6,0.0
979,BUF,Minors,D,"Johnson, Ryan",LD,22,L,Drafted (31 - 2019),40,4.0,14.0,18.0,,,NCAA,,7,0.0
980,BUF,Minors,D,"Komarov, Vsevolod",RD,19,R,Drafted (134 - 2022),62,12.0,27.0,39.0,,,QMJHL,,6,0.0
981,BUF,Minors,D,"Novikov, Nikita",LD,20,L,Drafted (188 - 2021),62,2.0,3.0,5.0,,,KHL,,5,0.0
982,BUF,Loaned,F,"Östlund, Noah",C,19,L,Drafted (16 - 2022),37,8.0,18.0,26.0,,,HockeyAllsvenskan,,20,0.0
984,BUF,Prospects,F,"Poltapov, Prokhor",LW,20,R,Drafted (33 - 2021),56,5.0,5.0,10.0,,,KHL,,11,0.0
985,BUF,Prospects,F,"Sardarian, Stiven",RW,20,L,Drafted (88 - 2021),29,2.0,5.0,7.0,,,NCAA,,4,0.0
986,BUF,Prospects,F,"Huglen, Aaron",C,22,R,Drafted (102 - 2019),38,7.0,10.0,17.0,,,NCAA,,7,0.0
988,BUF,Prospects,F,"Costantini, Matteo",C,21,L,Drafted (131 - 2020),25,2.0,1.0,3.0,,,NCAA,,2,0.0
989,BUF,Prospects,F,"Marjala, Viljami",LW,20,L,Drafted (159 - 2021),32,18.0,33.0,51.0,,,U20SM-sarja,,11,0.0
990,BUF,Prospects,F,"von Barnekow Løfberg, William",LW,20,L,Drafted (161 - 2021),37,4.0,2.0,6.0,,,SHL,,8,0.0
991,BUF,Prospects,F,"Richard, Jake",RW,19,R,Drafted (170 - 2022),57,31.0,31.0,62.0,,,USHL,,13,0.0
992,BUF,Prospects,F,"Karlsson, Gustav",C,19,L,Drafted (187 - 2022),43,14.0,19.0,33.0,,,J20 Nationell,,6,0.0
993,BUF,Prospects,F,"Ratkovic Berndtsson, Joel",RW,19,L,Drafted (202 - 2022),34,20.0,10.0,30.0,,,J20 Nationell,,7,0.0
994,BUF,Prospects,F,"Sjödin, Linus",C,20,L,Drafted (211 - 2022),52,1.0,6.0,7.0,,,SHL,,6,0.0
995,BUF,Prospects,F,"Konecny, Jakub",C,21,L,Drafted (216 - 2020),45,5.0,6.0,11.0,,,Czechia,,12,0.0
998,BUF,Prospects,D,"Lindgren, Mats",LD,19,L,Drafted (106 - 2022),63,11.0,23.0,34.0,,,WHL,,6,0.0
1000,BUF,Prospects,D,"Lyckåsen, Albert",RD,22,R,Drafted (193 - 2020),39,3.0,6.0,9.0,,,HockeyAllsvenskan,,7,0.0
1002,BUF,Prospects,G,"Leinonen, Topias",G,19,L,Drafted (41 - 2022),23,,,,2.72,0.885,U20SM-sarja,,0,0.852964374
1004,OTT,Majors,C,"Stützle, Tim",C,21,L,Drafted (3 - 2020),78,39.0,51.0,90.0,,,NHL,,90,0.0
1005,OTT,Majors,C,"Pinto, Shane",C,22,R,Drafted (32 - 2019),82,20.0,15.0,35.0,,,NHL,,35,0.0
1006,OTT,Majors,LD,"Sanderson, Jake",LD,21,L,Drafted (5 - 2020),77,4.0,28.0,32.0,,,NHL,,32,0.0
1007,OTT,Majors,F,"Sokolov, Egor",LW,23,R,Drafted (61 - 2020),70,21.0,38.0,59.0,,,AHL,,27,0.0
1008,OTT,Majors,D,"Bernard-Docker, Jacob",RD,23,R,Drafted (26 - 2018),41,2.0,4.0,6.0,,,AHL,,5,0.0
1009,OTT,Minors,F,"Greig, Ridly",C,21,L,Drafted (28 - 2020),39,15.0,14.0,29.0,,,AHL,,24,0.0
1010,OTT,Minors,F,"Boucher, Tyler",RW,20,R,Drafted (10 - 2021),21,10.0,7.0,17.0,,,OHL,,10,0.0
1011,OTT,Minors,F,"Järventie, Roby",LW,21,L,Drafted (33 - 2020),40,16.0,14.0,30.0,,,AHL,,24,0.0
1012,OTT,Minors,F,"Ostapchuk, Zack",C,20,L,Drafted (39 - 2021),55,31.0,36.0,67.0,,,WHL,,14,0.0
1013,OTT,Minors,F,"Pettersson, Oskar",RW,19,R,Drafted (72 - 2022),24,23.0,10.0,33.0,,,J20 Nationell,,10,0.0
1014,OTT,Minors,F,"Crookshank, Angus",LW,23,L,Drafted (126 - 2018),71,26.0,21.0,47.0,,,AHL,,21,0.0
1015,OTT,Minors,F,"Reinhardt, Cole",LW,23,L,Drafted (181 - 2020),66,11.0,23.0,34.0,,,AHL,,16,0.0
1016,OTT,Minors,D,"Kleven, Tyler",LD,21,L,Drafted (44 - 2020),35,8.0,10.0,18.0,,,NCAA,,8,0.0
1017,OTT,Minors,D,"Thomson, Lassi",RD,22,R,Drafted (19 - 2019),56,7.0,26.0,33.0,,,AHL,,19,0.0
1018,OTT,Minors,D,"Guénette, Maxence",RD,22,R,Drafted (187 - 2019),72,5.0,35.0,40.0,,,AHL,,18,0.0
1019,OTT,Minors,D,"Sebrango, Donovan",LD,21,L,Traded,39,4.0,3.0,7.0,,,AHL,,6,0.0
1020,OTT,Minors,D,"Hamara, Tomas",LD,19,L,Drafted (87 - 2022),56,2.0,15.0,17.0,,,OHL,,4,0.0
1021,OTT,Minors,D,"Donovan, Jorian",LD,19,L,Drafted (136 - 2022),55,12.0,33.0,45.0,,,OHL,,10,0.0
1022,OTT,Minors,G,"Søgaard, Mads",G,22,L,Drafted (37 - 2019),22,,,,3.47,0.893,AHL,,0,0.873056028
1023,OTT,Minors,G,"Meriläinen, Leevi",G,21,L,Drafted (71 - 2020),42,,,,2.02,0.918,Liiga,,0,0.891798108
1024,OTT,Minors,G,"Mandolese, Kevin",G,23,L,Drafted (157 - 2018),17,,,,3.33,0.89,AHL,,0,0.871184932
1025,OTT,Prospects,F,"Johansson, Oliver",C,20,L,Drafted (74 - 2021),27,6.0,3.0,9.0,,,HockeyAllsvenskan,,10,0.0
1026,OTT,Prospects,F,"Halliday, Stephen",C,21,L,Drafted (104 - 2022),40,9.0,32.0,41.0,,,NCAA,,16,0.0
1027,OTT,Prospects,F,"O'Neill, Cameron",RW,19,R,Drafted (143 - 2022),56,9.0,18.0,27.0,,,USHL,,6,0.0
1029,OTT,Prospects,F,"Dyck, Tyson",C,19,L,Drafted (206 - 2022),28,5.0,4.0,9.0,,,NCAA,,5,0.0
1031,OTT,Prospects,D,"Nordberg, Filip",LD,19,L,Drafted (64 - 2022),33,2.0,4.0,6.0,,,HockeyAllsvenskan,,5,0.0
1034,OTT,Prospects,D,"Wallberg, Theo",LD,19,L,Drafted (168 - 2022),60,5.0,17.0,22.0,,,USHL,,4,0.0
1035,OTT,Prospects,G,"Reidler, Kevin",G,19,L,Drafted (151 - 2022),32,,,,2.89,0.911,J20 Nationell,,0,0.861418006
1037,OTT,Reserve,D,"Tychonick, Jonathan",LD,23,L,Drafted (48 - 2018),35,8.0,18.0,26.0,,,NCAA,,12,0.0
1038,SJS,Majors,LW,"Zadina, Filip",RW,23,L,Signed to SPC,30,3.0,4.0,7.0,,,NHL,,7,0.0
1039,SJS,Minors,F,"Bordeleau, Thomas",C,21,L,Drafted (38 - 2020),65,22.0,19.0,41.0,,,AHL,,20,0.0
1040,SJS,Minors,F,"Eklund, William",C,20,L,Drafted (7 - 2021),54,17.0,24.0,41.0,,,AHL,,24,0.0
1041,SJS,Minors,F,"Raska, Adam",LW,21,L,Drafted (201 - 2020),54,4.0,7.0,11.0,,,AHL,,6,0.0
1042,SJS,Minors,F,"Robins, Tristen",C,21,R,Drafted (56 - 2020),64,17.0,21.0,38.0,,,AHL,,19,0.0
1043,SJS,Minors,F,"Gushchin, Daniil",LW,21,L,Drafted (76 - 2020),67,22.0,23.0,45.0,,,AHL,,21,0.0
1044,SJS,Minors,F,"Wiesblatt, Ozzy",RW,21,R,Drafted (31 - 2020),45,6.0,9.0,15.0,,,AHL,,11,0.0
1046,SJS,Minors,F,"Coe, Brandon",RW,21,R,Drafted (98 - 2020),56,5.0,11.0,16.0,,,AHL,,9,0.0
1047,SJS,Minors,F,"Cardwell, Ethan",RW,21,R,Drafted (121 - 2021),62,43.0,47.0,90.0,,,OHL,,17,0.0
1048,SJS,Minors,D,"Cicek, Nick",LD,23,L,Signed to ELC,37,1.0,2.0,3.0,,,AHL,,3,0.0
1049,SJS,Minors,D,"Okhotiuk, Nikita",LD,22,L,Traded,20,2.0,4.0,6.0,,,AHL,,10,0.0
1050,SJS,Minors,D,"Thrun, Henry",LD,22,L,Traded,33,7.0,24.0,31.0,,,NCAA,,15,0.0
1051,SJS,Minors,D,"Mukhamadullin, Shakir",LD,21,L,Traded,67,6.0,19.0,25.0,,,KHL,,24,0.0
1052,SJS,Minors,D,"Guryev, Artem",LD,20,L,Drafted (135 - 2021),47,7.0,9.0,16.0,,,OHL,,4,0.0
1053,SJS,Minors,D,"Pulli, Valtteri",LD,22,L,Signed to ELC,53,3.0,14.0,17.0,,,Liiga,,12,0.0
1054,SJS,Minors,G,"Chrona, Magnus",G,23,L,Traded,32,,,,2.19,0.916,NCAA,,0,0.873474528
1055,SJS,Minors,G,"Romanov, Georgi",G,23,L,Signed to ELC,31,,,,2.81,0.907,VHL,,0,0.87837176
1056,SJS,Loaned,F,"Bystedt, Filip",C,19,L,Drafted (27 - 2022),45,7.0,13.0,20.0,,,SHL,,21,0.0
1059,SJS,Prospects,F,"Lund, Cameron",C,19,R,Drafted (34 - 2022),35,7.0,16.0,23.0,,,NCAA,,10,0.0
1061,SJS,Prospects,F,"Spiridonov, Yegor",C,22,R,Drafted (108 - 2019),24,1.0,1.0,2.0,,,KHL,,5,0.0
1062,SJS,Prospects,F,"Muldowney, Joey",RW,19,R,Drafted (172 - 2022),61,15.0,14.0,29.0,,,USHL,,6,0.0
1063,SJS,Prospects,F,"Jacobsson, Theo",C,20,L,Drafted (177 - 2021),45,6.0,5.0,11.0,,,HockeyAllsvenskan,,7,0.0
1064,SJS,Prospects,F,"Young, Alex",C,22,R,Drafted (196 - 2020),40,21.0,18.0,39.0,,,NCAA,,16,0.0
1067,SJS,Prospects,F,"Spitserov, Timofei",RW,21,L,Drafted (210 - 2020),24,4.0,2.0,6.0,,,NCAA,,4,0.0
1068,SJS,Prospects,F,"Laubach, Reese",C,19,R,Drafted (217 - 2022),50,11.0,13.0,24.0,,,USHL,,6,0.0
1069,SJS,Prospects,D,"Hävelid, Mattias",RD,19,R,Drafted (45 - 2022),25,4.0,2.0,6.0,,,SHL,,11,0.0
1070,SJS,Prospects,D,"Fisher, Michael",RD,19,R,Drafted (76 - 2022),14,0.0,0.0,0.0,,,USHL,,0,0.0
1074,SJS,Prospects,D,"Furlong, Jake",LD,19,L,Drafted (140 - 2022),67,7.0,43.0,50.0,,,QMJHL,,7,0.0
1075,SJS,Prospects,D,"Barnett, Eli",RD,20,R,Drafted (195 - 2022),52,4.0,5.0,9.0,,,BCHL,,1,0.0
1076,SJS,Prospects,D,"Kashnikov, Evgenii",LD,20,L,Drafted (199 - 2021),66,3.0,7.0,10.0,,,KHL,,10,0.0
1077,SJS,Prospects,G,"Beaupit, Mason",G,19,L,Drafted (108 - 2022),31,,,,3.74,0.875,WHL,*combined goalie stats from 2 teams,0,0.853142488
1078,SJS,Reserve,F,"Kaut, Martin",RW,23,R,Traded,36,4.0,4.0,8.0,,,NHL,,8,0.0
1079,DAL,Majors,C,"Johnston, Wyatt",C,20,R,Drafted (23 - 2021),82,24.0,17.0,41.0,,,NHL,,41,0.0
1080,DAL,Majors,RW,"Dellandrea, Ty",RW,23,R,Drafted (13 - 2018),82,9.0,19.0,28.0,,,NHL,,28,0.0
1081,DAL,Majors,LD,"Harley, Thomas",LD,22,L,Drafted (18 - 2019),66,10.0,24.0,34.0,,,AHL,,16,0.0
1082,DAL,Majors,RD,"Lundkvist, Nils",RD,23,R,Traded,60,6.0,10.0,16.0,,,NHL,,16,0.0
1083,DAL,Minors,F,"Blümel, Matej",LW,23,L,Signed to ELC,58,19.0,25.0,44.0,,,AHL,,24,0.0
1084,DAL,Minors,F,"Bäck, Oskar",C,23,L,Drafted (75 - 2018),66,5.0,22.0,27.0,,,AHL,,13,0.0
1085,DAL,Minors,F,"Bourque, Mavrik",C,21,R,Drafted (30 - 2020),70,20.0,27.0,47.0,,,AHL,,21,0.0
1086,DAL,Minors,F,"Stankoven, Logan",C,20,R,Drafted (47 - 2021),48,34.0,63.0,97.0,,,WHL,,23,0.0
1087,DAL,Minors,F,"Stranges, Antonio",C,21,L,Drafted (123 - 2020),19,4.0,8.0,12.0,,,AHL,,20,0.0
1088,DAL,Minors,F,"Damiani, Riley",C,23,R,Drafted (137 - 2018),59,13.0,18.0,31.0,,,AHL,,17,0.0
1089,DAL,Minors,F,"Arcuri, Francesco",C,20,L,Drafted (175 - 2021),71,48.0,43.0,91.0,,,OHL,,15,0.0
1090,DAL,Minors,F,"Seminoff, Matthew",RW,19,R,Drafted (179 - 2022),62,31.0,51.0,82.0,,,WHL,,15,0.0
1091,DAL,Minors,F,"McDonald, Kyle",RW,21,R,Signed to ELC,43,34.0,18.0,52.0,,,OHL,,14,0.0
1092,DAL,Minors,F,"Wheatcroft, Chase",LW,21,L,Signed to ELC,68,47.0,60.0,107.0,,,WHL,,18,0.0
1093,DAL,Minors,D,"Bichsel, Lian",LD,19,L,Drafted (18 - 2022),42,1.0,5.0,6.0,,,SHL,,7,0.0
1094,DAL,Minors,D,"Grushnikov, Artem",LD,20,L,Drafted (48 - 2021),65,8.0,9.0,17.0,,,OHL,,3,0.0
1095,DAL,Minors,D,"Kyrou, Christian",RD,20,R,Drafted (50 - 2022),64,20.0,57.0,77.0,,,OHL,,14,0.0
1096,DAL,Minors,D,"White, Gavin",RD,20,R,Drafted (115 - 2022),54,12.0,29.0,41.0,,,OHL,,9,0.0
1097,DAL,Minors,G,"Poirier, Rémi",G,21,L,Drafted (185 - 2020),23,,,,2.06,0.928,ECHL,,0,0.87373971
1098,DAL,Prospects,F,"Martino, Ayrton",LW,20,L,Drafted (73 - 2021),37,9.0,29.0,38.0,,,NCAA,,16,0.0
1099,DAL,Prospects,F,"Ertel, Justin",LW,20,L,Drafted (79 - 2021),46,14.0,22.0,36.0,,,OHL,,9,0.0
1101,DAL,Prospects,F,"Ljungman, Daniel",C,21,L,Drafted (154 - 2020),48,4.0,7.0,11.0,,,HockeyAllsvenskan,,7,0.0
1103,DAL,Prospects,F,"Sjöberg, Albert",RW,20,R,Drafted (207 - 2021),46,9.0,4.0,13.0,,,HockeyAllsvenskan,,8,0.0
1106,DAL,Prospects,D,"Fegaras, George",RD,19,R,Drafted (83 - 2022),61,4.0,23.0,27.0,,,USHL,,5,0.0
1108,DAL,Prospects,D,"Bar, Jack",RD,20,R,Drafted (138 - 2021),32,1.0,4.0,5.0,,,NCAA,,2,0.0
1109,DAL,Prospects,G,"Mayorov, Maxim",G,19,L,Drafted (147 - 2022),25,,,,2.81,0.915,MHL,*combined goalie stats from 2 teams,0,0.868361506
1111,MIN,Majors,RW,"Boldy, Matthew",RW,22,L,Drafted (12 - 2019),81,31.0,32.0,63.0,,,NHL,,63,0.0
1112,MIN,Majors,C,"Rossi, Marco",C,21,L,Drafted (9 - 2020),53,16.0,35.0,51.0,,,AHL,,31,0.0
1113,MIN,Majors,RD,"Faber, Brock",RD,21,R,Traded,38,4.0,23.0,27.0,,,NCAA,,11,0.0
1114,MIN,Majors,RD,"Addison, Calen",RD,23,R,Traded,62,3.0,26.0,29.0,,,NHL,,29,0.0
1115,MIN,Minors,F,"Beckman, Adam",LW,22,L,Drafted (75 - 2019),53,24.0,12.0,36.0,,,AHL,,22,0.0
1116,MIN,Minors,F,"Öhgren, Liam",LW,19,L,Drafted (19 - 2022),36,11.0,9.0,20.0,,,HockeyAllsvenskan,,16,0.0
1117,MIN,Minors,F,"Firstov, Vladislav",LW,22,L,Drafted (42 - 2019),47,11.0,15.0,26.0,,,KHL,,35,0.0
1118,MIN,Minors,F,"Haight, Hunter",C,19,R,Drafted (47 - 2022),62,21.0,39.0,60.0,,,OHL,,11,0.0
1119,MIN,Minors,F,"Bankier, Caedan",C,20,L,Drafted (86 - 2021),57,37.0,48.0,85.0,,,WHL,,17,0.0
1120,MIN,Minors,F,"Milne, Michael",LW,20,L,Drafted (89 - 2022),57,7.0,6.0,13.0,,,AHL,,7,0.0
1121,MIN,Minors,F,"Novak, Pavel",RW,21,R,Drafted (146 - 2020),62,29.0,43.0,72.0,,,WHL,*no stats last season,13,0.0
1122,MIN,Minors,F,"Cajkovic, Maxim",RW,22,R,Traded,41,10.0,17.0,27.0,,,ECHL,,8,0.0
1123,MIN,Minors,D,"Lambos, Carson",LD,20,L,Drafted (26 - 2021),61,12.0,36.0,48.0,,,WHL,,9,0.0
1124,MIN,Minors,D,"O'Rourke, Ryan",LD,21,L,Drafted (39 - 2020),67,0.0,9.0,9.0,,,AHL,,4,0.0
1125,MIN,Minors,D,"Hunt, Daemon",LD,21,L,Drafted (65 - 2020),59,2.0,9.0,11.0,,,AHL,,6,0.0
1126,MIN,Minors,D,"Masters, Kyle",RD,20,R,Drafted (118 - 2021),66,11.0,54.0,65.0,,,WHL,,11,0.0
1127,MIN,Minors,D,"Spacek, David",RD,20,R,Drafted (153 - 2022),58,13.0,44.0,57.0,,,QMJHL,,9,0.0
1128,MIN,Minors,G,"Wallstedt, Jesper",G,20,L,Drafted (20 - 2021),38,,,,2.68,0.908,AHL,,0,0.882411508
1129,MIN,Minors,G,"Jones, Hunter",G,22,L,Drafted (59 - 2019),38,,,,3.07,0.905,ECHL,,0,0.864921376
1131,MIN,Prospects,F,"Yurov, Danila",RW,19,L,Drafted (24 - 2022),59,6.0,6.0,12.0,,,KHL,,13,0.0
1132,MIN,Prospects,F,"Khusnutdinov, Marat",C,21,L,Drafted (37 - 2020),63,11.0,30.0,41.0,,,KHL,,41,0.0
1134,MIN,Prospects,F,"Lorenz, Rieger",LW,19,L,Drafted (56 - 2022),37,2.0,7.0,9.0,,,NCAA,,4,0.0
1136,MIN,Prospects,F,"Guskov, Matvei",C,22,L,Drafted (149 - 2019),37,3.0,6.0,9.0,,,KHL,,15,0.0
1137,MIN,Prospects,F,"Petrovský, Servác",C,19,L,Drafted (185 - 2022),62,24.0,31.0,55.0,,,OHL,,10,0.0
1139,MIN,Prospects,D,"Peart, Jack",LD,20,L,Drafted (54 - 2021),39,3.0,21.0,24.0,,,NCAA,,10,0.0
1140,MIN,Prospects,D,"Healey, Ryan",RD,19,R,Drafted (121 - 2022),34,2.0,6.0,8.0,,,NCAA,,4,0.0
1143,MIN,Prospects,D,"Benoit, Nate",LD,20,L,Drafted (182 - 2021),58,6.0,19.0,25.0,,,USHL,,5,0.0
